Scenario;Year;Farm;Parcel;Crop;Yield (ton/ha);Area (ha);Revenue (€/ha);Variable cost (€/ha);Energy (MjKgDM/ha);Protein (kg N/ha);PDIN (kg N/ha);Protein (N/ton/ha);Nitrogen (kg/ha);Phosphorus (kg/ha);Potassium (kg/ha);Dose of active ingredient(L/ha)
Complementarity scenario;2015;LF2;401_00;WheatW;7.5;1.41;1525;310;138.6996;1723.725;810;1222.5;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2015;LF2;4010_00;Hay;5;1.68;450;50;90.4190711733334;672;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4011_00;Fodder;7.5;4.62;450;50;142.9359;4158;791.25;900;0;0;0;NA
Complementarity scenario;2015;LF2;4011_00;sMaize;9.65;4.62;1165;280;178.5249952136;3744.972;501.8;810.6;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2015;LF2;4012_00;Fodder;7.5;1.38;450;50;142.9359;1242;791.25;900;0;0;0;NA
Complementarity scenario;2015;LF2;4012_00;sMaize;9.65;1.38;1165;280;178.5249952136;1118.628;501.8;810.6;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2015;LF2;4012_01;Fodder;7.5;1.29;450;50;142.9359;1161;791.25;900;0;0;0;NA
Complementarity scenario;2015;LF2;4012_01;sMaize;9.65;1.29;1165;280;178.5249952136;1045.674;501.8;810.6;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2015;LF2;4013_00;Hay;5;8.58;450;50;90.4190711733333;3432;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4013_01;Hay;5;0.5;450;50;90.4190711733334;200;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4014_00;Fodder;7.5;5.27;450;50;142.9359;4743;791.25;900;0;0;0;NA
Complementarity scenario;2015;LF2;4014_00;sMaize;9.65;5.27;1165;280;178.5249952136;4271.862;501.8;810.6;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2015;LF2;4015_00;Tritic;7.5;0.67;1585;300;135.5616;577.875;562.5;862.5;99.92500675;0;0;3.136375
Complementarity scenario;2015;LF2;4016_00;Tritic;7.5;1.06;1585;300;135.5616;914.25;562.5;862.5;99.92500675;0;0;3.136375
Complementarity scenario;2015;LF2;4018_00;Hay;5;1.87;450;50;90.4190711733334;748;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4019_00;Mix_CerG;7.5;2.2;2600;50;135.5616;1947;562.5;885;31.49019;193.208975;134.143875;1.56214285714286
Complementarity scenario;2015;LF2;402_00;WheatW;7.5;2.3;1525;310;138.6996;2811.75;810;1222.5;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2015;LF2;4020_00;Hay;5;0.33;450;50;90.4190711733334;132;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4021_00;Hay;5;0.84;450;50;90.4190711733334;336;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4022_00;Hay;5;0.53;450;50;90.4190711733334;212;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4025_00;Fodder;7.5;5.25;450;50;142.9359;4725;791.25;900;0;0;0;NA
Complementarity scenario;2015;LF2;4025_00;sMaize;9.65;5.25;1165;280;178.5249952136;4255.65;501.8;810.6;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2015;LF2;4026_00;Fodder;7.5;1.27;450;50;142.9359;1143;791.25;900;0;0;0;NA
Complementarity scenario;2015;LF2;4026_00;sMaize;9.65;1.27;1165;280;178.5249952136;1029.462;501.8;810.6;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2015;LF2;4027_00;Hay;5;0.61;450;50;90.4190711733333;244;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4028_00;Hay;5;0.85;450;50;90.4190711733333;340;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4031_00;Hay;5;1.51;450;50;90.4190711733333;604;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4032_00;WheatW;7.5;5.07;1525;310;138.6996;6198.075;810;1222.5;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2015;LF2;4033_00;Hay;5;0.54;450;50;90.4190711733334;216;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4034_00;Lucern;4;2.64;690;50;73.97312;1890.24;468;716;25.5;25;67.5;0
Complementarity scenario;2015;LF2;4035_00;Fodder;7.5;1.61;450;50;142.9359;1449;791.25;900;0;0;0;NA
Complementarity scenario;2015;LF2;4035_00;sMaize;9.65;1.61;1165;280;178.5249952136;1305.066;501.8;810.6;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2015;LF2;4036_00;Fodder;7.5;1.32;450;50;142.9359;1188;791.25;900;0;0;0;NA
Complementarity scenario;2015;LF2;4036_00;sMaize;9.65;1.32;1165;280;178.5249952136;1069.992;501.8;810.6;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2015;LF2;4037_00;Fodder;7.5;2.43;450;50;142.9359;2187;791.25;900;0;0;0;NA
Complementarity scenario;2015;LF2;4037_00;gMaize;5.55;2.43;999.25;280;103.33434;1200.2985;382.95;493.95;0;0;0;2.1
Complementarity scenario;2015;LF2;4038_00;Hay;5;3.1;450;50;90.4190711733334;1240;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4039_00;Hay;5;0.64;450;50;90.4190711733333;256;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;404_00;WheatW;7.5;4.83;1525;310;138.6996;5904.675;810;1222.5;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2015;LF2;405_00;WheatW;7.5;2.03;1525;310;138.6996;2481.675;810;1222.5;153.869240230769;0;0;3.86684615384615
Complementarity scenario;2015;LF2;4050_00;Hay;5;0.56;450;50;90.4190711733334;224;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;4051_00;Hay;5;0.11;450;50;90.4190711733333;44;395;400;14.80766;142.78815;79.32675;NA
Complementarity scenario;2015;LF2;406_00;Fodder;7.5;3.99;450;50;142.9359;3591;791.25;900;0;0;0;NA
Complementarity scenario;2015;LF2;406_00;sMaize;9.65;3.99;1165;280;178.5249952136;3234.294;501.8;810.6;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2015;LF2;407_00;Fodder;7.5;9.46;450;50;142.9359;8514;791.25;900;0;0;0;NA
Complementarity scenario;2015;LF2;407_00;sMaize;9.65;9.46;1165;280;178.5249952136;7668.276;501.8;810.6;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2015;LF2;408_00;Fodder;7.5;5.94;450;50;142.9359;5346;791.25;900;0;0;0;NA
Complementarity scenario;2015;LF2;408_00;sMaize;9.65;5.94;1165;280;178.5249952136;4814.964;501.8;810.6;94.75350625;105.156047916667;139.77975625;2.30341666666667
Complementarity scenario;2015;LF2;409_00;Mix_CerG;7.5;1.37;2600;50;135.5616;1212.45;562.5;885;31.49019;193.208975;134.143875;1.56214285714286
Complementarity scenario;2016;AF1;101_00;OSR;5.2;2.18;2226.5;300;150.992192;2289.872;660.4;1050.4;76;112.5;90;3.28333333333333
Complementarity scenario;2016;AF1;102_00;OSR;5.2;1.51;2226.5;300;150.992192;1586.104;660.4;1050.4;67;112.5;90;3.64
Complementarity scenario;2016;AF1;103_00;Lupin;4;5.65;1750.7;213;84.68416;8565.4;948;1516;0;0;0;4.4705
Complementarity scenario;2016;AF1;104_00;WheatW;7.5;4.36;1428;348;138.6996;5330.1;810;1222.5;141.405153875;7.34375;5.875;3.766125
Complementarity scenario;2016;AF1;104_01;WheatW;7.5;5.7;1428;348;138.6996;6968.25;810;1222.5;141.405153875;7.34375;5.875;3.766125
Complementarity scenario;2016;AF1;105_00;WheatW;7.5;0.82;1428;348;138.6996;1002.45;810;1222.5;127.619732571429;8.92857142857143;7.14285714285714;3.27585714285714
Complementarity scenario;2016;AF1;106_00;WheatW;7.5;1.8;1428;348;138.6996;2200.5;810;1222.5;114.138894;0;0;3.0255
Complementarity scenario;2016;AF1;1060_00;Lupin;4;0.72;1750.7;213;84.68416;1091.52;948;1516;0;0;0;4.4705
Complementarity scenario;2016;AF1;1061_00;WheatW;7.5;0.09;1428;348;138.6996;110.025;810;1222.5;141.405153875;7.34375;5.875;3.766125
Complementarity scenario;2016;AF1;107_00;WheatW;7.5;2.83;1428;348;138.6996;3459.675;810;1222.5;127.619732571429;8.92857142857143;7.14285714285714;3.27585714285714
Complementarity scenario;2016;AF1;108_00;WheatW;7.5;1.69;1428;348;138.6996;2066.025;810;1222.5;134.5357455;0;0;3.75
Complementarity scenario;2016;AF1;109_00;WheatW;7.5;15.51;1428;348;138.6996;18960.975;810;1222.5;141.405153875;7.34375;5.875;3.766125
Complementarity scenario;2016;AF2;201_00;Hay;5;9.75;450.5;50;90.4190711733334;3900;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;2010_00;Hay;5;2.53;450.5;50;90.4190711733333;1012;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;2015_00;Hay;5;4.79;450.5;50;90.4190711733333;1916;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;2016_00;Hay;5;4.75;450.5;50;90.4190711733333;1900;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;2017_00;Hay;5;3.64;450.5;50;90.4190711733333;1456;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;2018_00;Hay;5;8.16;450.5;50;90.4190711733333;3264;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;202_00;Hay;5;2.34;450.5;50;90.4190711733334;936;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;2020_00;Hay;5;2.28;450.5;50;90.4190711733333;912;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;2021_00;WheatW;7.49;10.64;1426.43;348;138.5146672;12990.0568;808.92;1220.87;190.81569592;137.408788;112.425372;4.706
Complementarity scenario;2016;AF2;2022_00;Hay;5;1.54;450.5;50;90.4190711733333;616;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;2023_00;Hay;5;3.42;450.5;50;90.4190711733334;1368;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;2026_00;Hay;5;2.21;450.5;50;90.4190711733334;884;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;203_00;Hay;5;1.51;450.5;50;90.4190711733333;604;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;2030_00;Hay;5;5.41;450.5;50;90.4190711733333;2164;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;206_00;OSR;5.2;6.14;2226.5;300;150.992192;6449.456;660.4;1050.4;158.57836;59.034;53.946;3.9606
Complementarity scenario;2016;AF2;207_00;Hay;5;1.27;450.5;50;90.4190711733333;508;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;208_00;Hay;5;2.67;450.5;50;90.4190711733334;1068;395;400;0;0;0;NA
Complementarity scenario;2016;AF2;209_00;Hay;5;0.5;450.5;50;90.4190711733334;200;395;400;0;0;0;NA
Complementarity scenario;2016;AF3;501_00;BarleyS;7;1.93;1244.5;300;128.28144;1513.12;539;784;102.811264;0;0;3.614
Complementarity scenario;2016;AF3;501_00;Fodder;7;1.93;420;50;133.40684;1621.2;738.5;840;0;0;0;NA
Complementarity scenario;2016;AF3;5010_00;WheatW;7.5;0.45;1428;348;138.6996;550.125;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2016;AF3;5011_00;Fodder;7;5.88;420;50;133.40684;4939.2;738.5;840;0;0;0;NA
Complementarity scenario;2016;AF3;5011_00;Gpea;5;5.88;1600.7;100;91.4204;6850.2;735;1165;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2016;AF3;5011_01;Fodder;7;0.83;420;50;133.40684;697.2;738.5;840;0;0;0;NA
Complementarity scenario;2016;AF3;5011_01;Gpea;5;0.83;1600.7;100;91.4204;966.95;735;1165;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2016;AF3;5012_00;Fodder;7;15.45;420;50;133.40684;12978;738.5;840;0;0;0;NA
Complementarity scenario;2016;AF3;5012_00;Gpea;5;15.45;1600.7;100;91.4204;17999.25;735;1165;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2016;AF3;5013_00;Fodder;7;3.33;420;50;133.40684;2797.2;738.5;840;0;0;0;NA
Complementarity scenario;2016;AF3;5013_00;Gpea;5;3.33;1600.7;100;91.4204;3879.45;735;1165;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2016;AF3;5014_00;WheatW;7.5;0.48;1428;348;138.6996;586.8;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2016;AF3;502_00;WheatW;7.5;8.49;1428;348;138.6996;10379.025;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2016;AF3;503_00;WheatW;7.5;4.68;1428;348;138.6996;5721.3;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2016;AF3;504_00;WheatW;7.5;1.09;1428;348;138.6996;1332.525;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2016;AF3;505_00;Fodder;7;10.47;420;50;133.40684;8794.8;738.5;840;0;0;0;NA
Complementarity scenario;2016;AF3;505_00;Hemp;4.83;10.47;5899.29;130;96.5976816;11378.2725;NA;1086.75;112.60045088;234;130;2.104
Complementarity scenario;2016;AF3;506_00;WheatW;7.5;1.95;1428;348;138.6996;2383.875;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2016;AF3;507_00;WheatW;7.5;4.14;1428;348;138.6996;5061.15;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2016;AF3;507_01;WheatW;7.5;7.11;1428;348;138.6996;8691.975;810;1222.5;140.549024703704;5;2.77777777777778;4.68440740740741
Complementarity scenario;2016;AF3;508_00;Fodder;7;8.03;420;50;133.40684;6745.2;738.5;840;0;0;0;NA
Complementarity scenario;2016;AF3;508_00;Hemp;4.83;8.03;5899.29;130;96.5976816;8726.6025;NA;1086.75;112.60045088;234;130;2.104
Complementarity scenario;2016;AF3;509_00;Fodder;7;2.21;420;50;133.40684;1856.4;738.5;840;0;0;0;NA
Complementarity scenario;2016;AF3;509_00;Gpea;5;2.21;1600.7;100;91.4204;2574.65;735;1165;12.4839320090909;58.3696337272727;71.2641963636364;7.83906666666667
Complementarity scenario;2016;AF4;601_00;WheatW;7.5;4.03;1428;348;138.6996;4926.675;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2016;AF4;6010_00;Hay;5;1.43;450.5;50;90.4190711733333;572;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;6011_00;Hay;5;2.05;450.5;50;90.4190711733334;820;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;6012_00;Hay;5;1.42;450.5;50;90.4190711733334;568;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;6013_00;Hay;5;1.67;450.5;50;90.4190711733334;668;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;6014_00;Hay;5;2.49;450.5;50;90.4190711733334;996;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;6015_00;WheatW;7.5;2.21;1428;348;138.6996;2701.725;810;1222.5;135.922068857143;0;0;4.03028571428571
Complementarity scenario;2016;AF4;6016_00;Hay;5;1.47;450.5;50;90.4190711733333;588;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;6017_00;Fodder;7.5;5.44;450;50;142.9359;4896;791.25;900;44.408676;0;0;NA
Complementarity scenario;2016;AF4;6017_00;sMaize;4.82;5.44;682.4;280;89.16999760928;2202.5472;250.64;404.88;213.3;247.5;202.5;1.8145
Complementarity scenario;2016;AF4;6018_00;WheatW;7.5;3;1428;348;138.6996;3667.5;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2016;AF4;6019_00;Hay;5;5.39;450.5;50;90.4190711733334;2156;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;602_00;Hay;5;1.34;450.5;50;90.4190711733333;536;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;6020_00;Hay;5;2.55;450.5;50;90.4190711733334;1020;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;6021_00;WheatW;7.5;8.06;1428;348;138.6996;9853.35;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2016;AF4;60221_00;WheatW;7.5;1.34;1428;348;138.6996;1638.15;810;1222.5;135.922068857143;0;0;4.03028571428571
Complementarity scenario;2016;AF4;60222_00;WheatW;7.5;1.34;1428;348;138.6996;1638.15;810;1222.5;135.922068857143;0;0;4.03028571428571
Complementarity scenario;2016;AF4;6023_00;WheatW;7.5;5.68;1428;348;138.6996;6943.8;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2016;AF4;6024_00;Hay;5;2.78;450.5;50;90.4190711733333;1112;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;6025_00;WheatW;7.5;9.15;1428;348;138.6996;11185.875;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2016;AF4;6026_00;WheatW;7.5;5.57;1428;348;138.6996;6809.325;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2016;AF4;6027_00;WheatW;7.5;1.93;1428;348;138.6996;2359.425;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2016;AF4;603_00;WheatW;7.5;3.44;1428;348;138.6996;4205.4;810;1222.5;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2016;AF4;604_00;FavaB;4;6.16;1750.7;100;74.80992;7663.04;792;1244;0;0;0;7.15327858156028
Complementarity scenario;2016;AF4;605_00;Mix_CerG;7.5;2.47;2600.7;50;135.5616;2185.95;562.5;885;29.5012;34.52665;99.07995;0.8
Complementarity scenario;2016;AF4;606_00;Hay;5;5.21;450.5;50;90.4190711733334;2084;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;607_00;Hay;5;1.13;450.5;50;90.4190711733333;452;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;608_00;WheatW;7.49;1.99;1426.43;348;138.5146672;2429.5313;808.92;1220.87;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2016;AF4;609_00;WheatW;7.49;3.3;1426.43;348;138.5146672;4028.871;808.92;1220.87;142.595649473684;0;0;3.15526315789474
Complementarity scenario;2016;AF4;6098_00;Hay;5;1.01;450.5;50;90.4190711733333;404;395;400;0;0;0;NA
Complementarity scenario;2016;AF4;6099_00;Hay;5;1.65;450.5;50;90.4190711733334;660;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;801_00;Hay;5;2.25;450.5;50;90.4190711733333;900;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;8011_00;Tritic;7.5;1.44;1585.5;300;135.5616;1242;562.5;862.5;145.811;25.41;12.705;7.37
Complementarity scenario;2016;AF5;8012_00;WheatW;7.5;5.97;1428;348;138.6996;7298.325;810;1222.5;190.8355376;28.917;14.4585;12.27482
Complementarity scenario;2016;AF5;8014_00;Hay;5;1.86;450.5;50;90.4190711733334;744;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;8016_00;Fodder;7.5;1.46;450;50;142.9359;1314;791.25;900;0;0;0;NA
Complementarity scenario;2016;AF5;8017_00;Tritic;7.5;8.92;1585.5;300;135.5616;7693.5;562.5;862.5;151.4;39.9;19.95;7.37
Complementarity scenario;2016;AF5;8018_00;Tritic;7.5;6.6;1585.5;300;135.5616;5692.5;562.5;862.5;161.2595;23.94;11.97;7.193
Complementarity scenario;2016;AF5;8019_00;Fodder;7.5;4.4;450;50;142.9359;3960;791.25;900;0;0;0;NA
Complementarity scenario;2016;AF5;802_00;Hay;5;1.69;450.5;50;90.4190711733333;676;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;8020_00;Fodder;7.5;8.72;450;50;142.9359;7848;791.25;900;0;0;0;NA
Complementarity scenario;2016;AF5;8021_00;WheatW;7.49;8.45;1426.43;348;138.5146672;10316.3515;808.92;1220.87;185.330373714286;36.26304;18.13152;11.1373714285714
Complementarity scenario;2016;AF5;8022_00;Hay;5;6.2;450.5;50;90.4190711733334;2480;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;8023_00;Hay;5;3.81;450.5;50;90.4190711733334;1524;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;8024_00;Fodder;7.5;4.38;450;50;142.9359;3942;791.25;900;0;0;0;NA
Complementarity scenario;2016;AF5;8025_00;Hay;5;1.04;450.5;50;90.4190711733333;416;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;8026_00;Tritic;7.5;5.29;1585.5;300;135.5616;4562.625;562.5;862.5;151.4;39.9;19.95;7.37
Complementarity scenario;2016;AF5;8027_00;Tritic;7.5;4.71;1585.5;300;135.5616;4062.375;562.5;862.5;151.4;39.9;19.95;7.37
Complementarity scenario;2016;AF5;8028_00;Tritic;7.5;3.26;1585.5;300;135.5616;2811.75;562.5;862.5;145.811;25.41;12.705;7.37
Complementarity scenario;2016;AF5;8029_00;Tritic;7.5;7.22;1585.5;300;135.5616;6227.25;562.5;862.5;151.4;39.9;19.95;7.37
Complementarity scenario;2016;AF5;803_00;WheatW;7.49;5.96;1426.43;348;138.5146672;7276.3852;808.92;1220.87;185.330373714286;36.26304;18.13152;11.1373714285714
Complementarity scenario;2016;AF5;8030_00;WheatW;7.5;3.96;1428;348;138.6996;4841.1;810;1222.5;185.330373714286;36.26304;18.13152;11.1373714285714
Complementarity scenario;2016;AF5;8031_00;WheatW;7.5;3.92;1428;348;138.6996;4792.2;810;1222.5;185.330373714286;36.26304;18.13152;11.1373714285714
Complementarity scenario;2016;AF5;8032_00;Tritic;7.5;7.12;1585.5;300;135.5616;6141;562.5;862.5;151.4;39.9;19.95;7.37
Complementarity scenario;2016;AF5;8033_00;Hay;5;1.37;450.5;50;90.4190711733334;548;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;8034_00;Hay;5;2.53;450.5;50;90.4190711733333;1012;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;804_00;Hay;5;0.31;450.5;50;90.4190711733334;124;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;804_01;Hay;5;2.07;450.5;50;90.4190711733333;828;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;805_00;WheatW;7.49;7.58;1426.43;348;138.5146672;9254.1946;808.92;1220.87;185.330373714286;36.26304;18.13152;11.1373714285714
Complementarity scenario;2016;AF5;806_00;Hay;5;6.17;450.5;50;90.4190711733333;2468;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;807_00;Tritic;7.5;3.02;1585.5;300;135.5616;2604.75;562.5;862.5;151.4;39.9;19.95;7.37
Complementarity scenario;2016;AF5;808_00;Hay;5;2.21;450.5;50;90.4190711733334;884;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;808_01;Hay;5;1.2;450.5;50;90.4190711733334;480;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;809_00;Hay;5;0.05;450.5;50;90.4190711733333;20;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;809_01;Hay;5;0.41;450.5;50;90.4190711733333;164;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;809_02;Hay;5;0.76;450.5;50;90.4190711733333;304;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;8094_00;Hay;5;0.05;450.5;50;90.4190711733333;20;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;8095_00;Hay;5;0.21;450.5;50;90.4190711733334;84;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;8096_00;Hay;5;0.73;450.5;50;90.4190711733334;292;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;8098_00;Hay;5;0.09;450.5;50;90.4190711733334;36;395;400;0;0;0;NA
Complementarity scenario;2016;AF5;8099_00;Hay;5;0.49;450.5;50;90.4190711733334;196;395;400;0;0;0;NA
Complementarity scenario;2016;LF1;301_00;Hay;5;20.63;450.5;50;90.4190711733333;8252;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3010_00;Hay;5;2.06;450.5;50;90.4190711733334;824;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3011_00;Fodder;5;3.16;300;50;95.2906;1896;527.5;600;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2016;LF1;3011_00;sMaize;12.35;3.16;1435.4;280;228.4749938744;3278.184;642.2;1037.4;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2016;LF1;3012_00;Hay;5;7.87;550.5;50;90.4190711733334;3148;395;400;0;0;0;NA
Complementarity scenario;2016;LF1;3013_00;WheatW;7.48;4.42;1424.86;348;138.3297344;5389.0408;807.84;1219.24;129.200662666667;2.3;8;4.02173333333333
Complementarity scenario;2016;LF1;3014_00;Hay;5;4.72;450.5;50;90.4190711733334;1888;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3015_00;Hay;5;2;450.5;50;90.4190711733334;800;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3016_00;Hay;5;3.97;450.5;50;90.4190711733334;1588;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3017_00;Hay;5;0.94;450.5;50;90.4190711733333;376;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3019_00;Hay;5;3.62;450.5;50;90.4190711733334;1448;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;302_00;WheatW;7.5;4.74;1428;348;138.6996;5794.65;810;1222.5;129.200662666667;2.3;8;4.02173333333333
Complementarity scenario;2016;LF1;3022_00;Hay;5;2.92;450.5;50;90.4190711733334;1168;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3023_00;Fodder;5;8.43;300;50;95.2906;5058;527.5;600;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2016;LF1;3023_00;sMaize;12.05;8.43;1405.4;280;222.9249940232;8532.846;626.6;1012.2;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2016;LF1;3024_00;Fodder;5;1.9;300;50;95.2906;1140;527.5;600;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2016;LF1;3024_00;sMaize;12.05;1.9;1405.4;280;222.9249940232;1923.18;626.6;1012.2;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2016;LF1;3025_00;Fodder;5;2.72;300;50;95.2906;1632;527.5;600;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2016;LF1;3025_00;sMaize;12.05;2.72;1405.4;280;222.9249940232;2753.184;626.6;1012.2;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2016;LF1;3026_00;Hay;5;0.67;450.5;50;90.4190711733333;268;395;400;30.1890043793103;17.0592048275862;59.4145131034483;2.5
Complementarity scenario;2016;LF1;3027_00;Fodder;5;6.97;300;50;95.2906;4182;527.5;600;98.8942369677419;14.5719258064516;48.0106387096774;NA
Complementarity scenario;2016;LF1;3027_00;sMaize;12.05;6.97;1405.4;280;222.9249940232;7055.034;626.6;1012.2;101.18983742;93.8160956;327.193376;1.3528
Complementarity scenario;2016;LF1;3028_00;Fodder;5;3.01;300;50;95.2906;1806;527.5;600;98.8942369677419;14.5719258064516;48.0106387096774;NA
